step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint,_source_segment
428,True,6024,0.05558368191123,0.000950731930061,1.9211096855542564e-05,0.0,0.0036397460789885,-0.0187727273441851,-0.0151329814980272,1.0,376.5,1.0,0.0,1.1736434921622276,1.1736434921622276,7361353.46875,0.1371907275170087,0.1371907275170087,0.1208357645050159,-0.0187727273441851,0.1657016671371277,0.000950731930061,1.9211096855542564e-05,0.0,0.0622328436002135,-1.0382947027683258,0.0,0.0,0.2,0.2,0.2,3.0,0.794921875,0.1653068037982075,190.1246109008789,199.419921875,283.6204299926758,5e-06,428,0,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.0526897981762886,0.7245674133300781,-2.4748666286468506,-0.0526897981762886,0.7245674133300781,-2.4748666286468506,2182.75,4096.0,679.0,0.09375,404.703125,1171.0,166.0,2182.75,4096.0,679.0,0.09375,0.0,683.0,999.0,327.0,0.0,7,31,16.1640625,0.0625,0.9375,7.25,8,7.25,8.0,8,8,3.349781036376953e-05,1.4686235524713993,11.529183810576797,3.620388321127393,7.85019432194531,266.4285988714546,87.2151121210627,5.697545727714896,266.4285988714546,414,2454,679.0,4096.0,2182.75,166.0,1171.0,404.703125,7.0,31.0,16.1640625,280.62374452129006,9.432435035705566e-05,2.857952421531081,0.0032761972397565,33.11428468488157,316.63099461607635,4.379265010356903e-05,0.0902749189917603,8.931445846845787e-06,1.0044086606677716,366816,316.63099461607635,579.2484094059938,,training_metrics_prefix_grpo.csv
429,True,7560,0.0446842089295387,0.0005635056295432,9.4606726861457e-05,0.0,0.001240736892214,-0.016918008797802,-0.0156772719928994,1.0,472.5,1.0,0.0,1.1950869001448154,1.1950869001448154,9473539.75,0.1250506499782204,0.1250506499782204,0.1740199764428802,-0.016918008797802,0.2002415130113126,0.0005635056295432,9.4606726861457e-05,0.0,0.0493192756548523,-1.0180448852479458,0.0,0.0,0.2,0.2,0.2,3.0,0.5859375,0.1569422802068294,190.1246109008789,199.419921875,283.44847869873047,5e-06,429,0,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.016564579680562,1.20761239528656,-1.6201815605163574,-0.016564579680562,1.20761239528656,-1.6201815605163574,1470.7578125,3226.0,258.0,0.0,356.3671875,1212.0,79.0,1470.7578125,3226.0,258.0,0.0,0.0,622.5625,949.0,375.0,0.0,5,31,14.046875,0.0,1.0,7.5625,8,7.5625,8.0,8,8,3.172643482685089e-05,0.7186397798359394,10.591525476425886,3.1794466499704868,3.9918388817459354,158.14745511300862,36.68369939518743,3.79914877191186,158.14745511300862,447,1790,258.0,3226.0,1470.7578125,79.0,1212.0,356.3671875,5.0,31.0,14.046875,179.45910478383303,9.302981197834016e-05,2.195330375805497,0.0030079986900091,24.58974340930581,206.2864488437772,3.676675260066986e-05,0.0917716076407688,1.1226179589128805e-05,0.9532665706126892,267945,206.2864488437772,649.4488646777702,,training_metrics_prefix_grpo.csv
430,True,6632,0.0527477413415908,0.0004989585249859,0.0004639127229211,0.0,0.0057496336376061,-0.010757825046312,-0.0050081914378097,1.0,414.5,1.0,0.0,1.1389600075781343,1.1389600075781343,8722649.34375,0.080173113849014,0.080173113849014,0.1268118035220522,-0.010757825046312,0.1893930267006117,0.0004989585249859,0.0004639127229211,0.0,0.0290947719477117,-0.97717322781682,0.0,0.0,0.2,0.2,0.2,3.0,0.8515625,0.1620031242525145,190.1246109008789,199.419921875,283.4551010131836,5e-06,430,0,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.0679511055350303,0.5400605201721191,-1.6201815605163574,-0.0679511055350303,0.5400605201721191,-1.6201815605163574,1922.6171875,4096.0,265.0,0.03125,424.5234375,1290.0,86.0,1922.6171875,4096.0,265.0,0.03125,0.0,631.25,933.0,303.0,0.0,5,31,15.96875,0.0,1.0,7.75,8,7.75,8.0,8,8,3.040395677089691e-05,0.804168963804841,12.146275952458382,3.817449726528139,5.116053618490696,213.79816993512213,51.60845633604913,3.255641009658575,213.79816993512213,625,3117,265.0,4096.0,1922.6171875,86.0,1290.0,424.5234375,5.0,31.0,15.96875,251.6995857711881,0.0001046955585479,2.6410534977912903,0.0031063612550497,29.78869924880564,284.16094932705164,3.927387297153473e-05,0.091126200305314,9.502627005765475e-06,1.0227740741225468,326895,284.16094932705164,575.1933908831437,,training_metrics_prefix_grpo.csv
431,True,7080,0.0674333944916725,0.0022517849392897,0.0001327053732893,1.6557391518290387e-05,0.0052635139436461,-0.0458845398097764,-0.0406210257788188,1.0,442.5,1.0,0.0,1.2192132398486135,1.2192132398486135,9319196.59375,0.3346096232999116,0.3346096232999116,0.1223413828844924,-0.0458845398097764,0.3894003467716476,0.0022517849392897,0.0001327053732893,1.6557391518290387e-05,0.1549516022205352,-1.043937899172306,0.0,0.0,0.2,0.2,0.2,3.0,1.3203125,0.1636813762143264,190.1246109008789,199.419921875,284.08231353759766,5e-06,431,0,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.240241065621376,2.4748666286468506,-2.4748666286468506,-0.240241065621376,2.4748666286468506,-2.4748666286468506,2122.875,4096.0,399.0,0.109375,543.34375,2450.0,133.0,2122.875,4096.0,399.0,0.109375,0.0,635.4375,986.0,364.0,0.0,7,31,18.546875,0.0,1.0,6.5625,8,6.5625,8.0,8,8,2.911500632762909e-05,1.1936121210455894,21.573412477970123,4.9060642936237855,10.710896415635943,169.5149689950049,49.51931835548021,15.181943925097585,168.98057423345745,364,3616,399.0,4096.0,2122.875,133.0,2450.0,543.34375,7.0,31.0,18.546875,199.7236324455589,9.451434016227722e-05,2.77965665794909,0.0029977988451719,32.36798219382763,234.9033554457128,3.870762884616852e-05,0.0916773791545658,8.490808593263342e-06,0.7350130735351488,353064,234.9033554457128,751.5090606732407,,training_metrics_prefix_grpo.csv
432,True,4312,0.0578452982008457,0.0004943855929013,0.0001101872549043,5.976286047371104e-06,0.0019448887178441,-0.0249659192049875,-0.0230210306908702,1.0,269.5,1.0,0.0,1.0337402522563934,1.0337402522563934,8285135.8125,0.1848297845572233,0.1848297845572233,0.0965559483769246,-0.0249659192049875,0.257102477181153,0.0004943855929013,0.0001101872549043,5.976286047371104e-06,0.0814063388388603,-0.8845561556518078,0.0,0.0,0.2,0.2,0.2,3.0,0.697265625,0.1624795006117273,190.1246109008789,199.419921875,284.32969665527344,5e-06,432,0,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.0483412444591522,0.5400605201721191,-2.4748666286468506,-0.0483412444591522,0.5400605201721191,-2.4748666286468506,1979.7265625,4096.0,184.0,0.0703125,404.390625,1210.0,47.0,1979.7265625,4096.0,184.0,0.0703125,0.0,597.5,985.0,359.0,0.0,3,31,15.9140625,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,3.358907997608185e-05,0.4058355689048767,10.627845274284482,3.614766151367803,4.816229010000825,202.5646646246314,72.34922969396575,2.118903562426567,202.5646646246314,379,759,184.0,4096.0,1979.7265625,47.0,1210.0,404.390625,3.0,31.0,15.9140625,251.1265968028456,0.0001171045005321,2.6358130145817995,0.0030846409499645,30.07881038077176,283.88085542432964,4.8590824007987976e-05,0.0911796849834692,9.350655379797577e-06,0.9910088467190686,329885,283.88085542432964,581.0272050697217,,training_metrics_prefix_grpo.csv
433,True,7464,0.0623461902141571,0.0022118688211776,0.0002873492863386,0.0,0.0059989597648382,-0.0425965531612746,-0.036597593629267,1.0,466.5,1.0,0.0,1.1011953875422478,1.1011953875422478,8855703.625,0.3147614956833422,0.3147614956833422,0.1337145062650175,-0.0425965531612746,0.4147292327515383,0.0022118688211776,0.0002873492863386,0.0,0.1427917848341167,-0.9314519986510276,0.0,0.0,0.2,0.2,0.2,3.0,1.15625,0.1628781437612544,190.1246109008789,199.419921875,284.506893157959,5e-06,433,0,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.1959357261657714,0.7245674133300781,-2.4748666286468506,-0.1959357261657714,0.7245674133300781,-2.4748666286468506,1945.7109375,4096.0,502.0,0.0546875,437.9140625,2082.0,129.0,1945.7109375,4096.0,502.0,0.0546875,0.0,717.3125,1007.0,357.0,0.0,5,31,15.7109375,0.0,1.0,7.375,8,7.375,8.0,8,8,5.7719647884368896e-05,1.1470445822924376,18.07942052930593,3.87590932326566,11.255681728944182,236.77129483036697,55.95008675190911,3.935322795063257,236.77129483036697,707,3544,502.0,4096.0,1945.7109375,129.0,2082.0,437.9140625,5.0,31.0,15.7109375,276.980858258903,9.460374712944032e-05,2.6859897449612617,0.0030350498855113,31.023916088044643,310.73248024471104,4.20156866312027e-05,0.0910147244762462,8.903912333876258e-06,1.112145135971761,340867,310.73248024471104,548.4894912362511,,training_metrics_prefix_grpo.csv
434,True,3280,0.0532136969268322,0.0009536306715745,-6.07202846367727e-05,6.147944077383727e-06,0.0048524948360864,-0.0228132812771946,-0.0179607861500699,1.0,205.0,1.0,0.0,1.325268805027008,1.325268805027008,9657253.875,0.1685373336076736,0.1685373336076736,0.0582927869628071,-0.0228132812771946,0.2147824786496993,0.0009536306715745,-6.07202846367727e-05,6.147944077383727e-06,0.0696895718574523,-1.1429211273789406,0.0,0.0,0.2,0.2,0.2,3.0,0.98828125,0.1638207089189159,190.1246109008789,199.419921875,284.56489181518555,5e-06,434,0,0.9609375,1.0,0.0,0.9609375,1.0,0.0,-0.0725847631692886,0.5400605201721191,-2.4748666286468506,-0.0725847631692886,0.5400605201721191,-2.4748666286468506,2265.9296875,4096.0,741.0,0.0234375,443.578125,1207.0,147.0,2265.9296875,4096.0,741.0,0.0234375,0.0,602.9375,976.0,339.0,0.0,9,31,17.5078125,0.0,1.0,7.6875,8,7.6875,8.0,8,8,3.296881914138794e-05,1.295092927291989,12.633074762299657,3.952801418112358,15.615753691643476,248.42299401387567,93.47825882821051,3.2701044250279665,248.42299401387567,723,3297,741.0,4096.0,2265.9296875,147.0,1207.0,443.578125,9.0,31.0,17.5078125,297.670474588871,9.71481204032898e-05,2.8044380266219378,0.0029814392328262,33.24649851024151,333.75194139778614,3.724917769432068e-05,0.0905368748832196,8.119056228166694e-06,1.026311891121094,367215,333.75194139778614,550.1316313877714,,training_metrics_prefix_grpo.csv
435,True,3112,0.0637474805116653,0.0016210052699534,-0.0001158819280249,1.5659995369787794e-05,0.0033519496500957,-0.0334183140657842,-0.0300663649686612,1.0,194.5,1.0,0.0,1.2680667154490948,1.2680667154490948,7499451.78125,0.2396528050303459,0.2396528050303459,0.0606466845955844,-0.0334183140657842,0.2321885291035947,0.0016210052699534,-0.0001158819280249,1.5659995369787794e-05,0.1574780903756618,-1.1296111531555653,0.0,0.0,0.2,0.2,0.2,3.0,1.05859375,0.167115615969735,190.1246109008789,199.419921875,285.65752029418945,5e-06,435,0,0.875,1.0,0.0,0.875,1.0,0.0,-0.07781283557415,2.4748666286468506,-2.4748666286468506,-0.07781283557415,2.4748666286468506,-2.4748666286468506,2453.125,4096.0,716.0,0.109375,453.6953125,1256.0,152.0,2453.125,4096.0,716.0,0.109375,0.0,645.0625,990.0,342.0,0.0,9,31,17.3046875,0.0,1.0,7.0,8,7.0,8.0,8,8,3.050640225410461e-05,1.312331221997738,11.762355469167233,3.994247950977297,18.16861656866968,407.479261836037,126.48678638810816,5.481824643909931,407.479261836037,443,3090,716.0,4096.0,2453.125,152.0,1256.0,453.6953125,9.0,31.0,17.3046875,421.8955799527466,0.000100452452898,3.017805026844144,0.0030486844480037,35.82045747153461,460.7647680528462,3.667548298835754e-05,0.0903261419769991,7.687671340107545e-06,1.343616496664798,396568,460.7647680528462,430.3367222236452,,training_metrics_prefix_grpo.csv
436,True,7144,0.0608768351376056,0.0013750324105785,-0.0003727789453478,4.445867034519324e-06,0.0048678352177375,-0.0310113443993031,-0.0261435092543251,1.0,446.5,1.0,0.0,1.1392609253525734,1.1392609253525734,8542907.59375,0.226198666729033,0.226198666729033,0.1200171511601741,-0.0310113443993031,0.3395294831106517,0.0013750324105785,-0.0003727789453478,4.445867034519324e-06,0.100306041073054,-0.9817165471613408,0.0,0.0,0.2,0.2,0.2,3.0,1.05859375,0.1643975355280424,190.1246109008789,199.419921875,286.0119857788086,5e-06,436,0,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.0867809504270553,1.6201815605163574,-1.20761239528656,-0.0867809504270553,1.6201815605163574,-1.20761239528656,2071.6015625,4096.0,713.0,0.0234375,487.0390625,1357.0,172.0,2071.6015625,4096.0,713.0,0.0234375,0.0,662.25,954.0,320.0,0.0,9,31,17.4921875,0.0,1.0,6.9375,8,6.9375,8.0,8,8,3.129057586193085e-05,1.6036254167556765,12.92860441096127,4.310572231319384,11.01218955218792,290.34351756982505,59.46939788661257,11.577907916158438,290.34351756982505,320,2941,713.0,4096.0,2071.6015625,172.0,1357.0,487.0390625,9.0,31.0,17.4921875,307.2433350048959,9.87723469734192e-05,2.7002032995224,0.0031878948211669,31.502987075597048,341.4808069691062,3.896653652191162e-05,0.0900257680058669,9.110014834745488e-06,1.158687364489642,349933,341.4808069691062,512.3757951521686,,training_metrics_prefix_grpo.csv
437,True,7008,0.0665248706936836,0.0019216872533434,0.0001301740774124,5.292125479172682e-06,0.0042989789799321,-0.062644962745253,-0.0583459842891898,1.0,438.0,1.0,0.0,1.2156449928879738,1.2156449928879738,8818293.40625,0.4595528712961823,0.4595528712961823,0.1237143728038212,-0.062644962745253,0.396019327229855,0.0019216872533434,0.0001301740774124,5.292125479172682e-06,0.1992893004789948,-1.052991308271885,0.0,0.0,0.2,0.2,0.2,3.0,0.9296875,0.1626853679398071,190.1246109008789,199.419921875,285.83201599121094,5e-06,437,0,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.119270771741867,0.935412585735321,-2.4748666286468506,-0.119270771741867,0.935412585735321,-2.4748666286468506,2031.90625,4096.0,144.0,0.0546875,520.78125,1781.0,51.0,2031.90625,4096.0,144.0,0.0546875,0.0,604.25,985.0,339.0,0.0,3,31,18.8515625,0.0,1.0,7.0625,8,7.0625,8.0,8,8,3.1266361474990845e-05,0.4573720004409551,15.74227700009942,4.675197348289657,3.318284679204225,181.60951026901603,52.685730248194886,5.645208476111293,181.60951026901603,373,2457,144.0,4096.0,2031.90625,51.0,1781.0,520.78125,3.0,31.0,18.8515625,228.6744806263596,9.065866470336914e-05,2.620760729536414,0.003116562962532,30.49296555668116,261.8230734858662,3.7185847759246826e-05,0.0903688062540191,9.236231025676716e-06,0.8792331732300318,337428,261.8230734858662,644.3817107246186,,training_metrics_prefix_grpo.csv
438,True,6872,0.0606266632676124,0.0006266220661927,3.437669010963873e-05,0.0,0.0022000565950293,-0.005984984076349,-0.0037849275104235,1.0,429.5,1.0,0.0,1.246329426765442,1.246329426765442,9877189.40625,0.0431266657542437,0.0431266657542437,0.1133666083181043,-0.005984984076349,0.190698060973164,0.0006266220661927,3.437669010963873e-05,0.0,0.0346329396124929,-1.0549461506307125,0.0,0.0,0.2,0.2,0.2,3.0,0.478515625,0.1648565367217543,190.1246109008789,199.419921875,286.53165435791016,5e-06,438,0,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.0728656277060508,0.353552371263504,-2.4748666286468506,-0.0728656277060508,0.353552371263504,-2.4748666286468506,1979.8515625,4096.0,751.0,0.015625,456.515625,2543.0,173.0,1979.8515625,4096.0,751.0,0.015625,0.0,685.5,1020.0,346.0,0.0,9,31,16.84375,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,3.302283585071564e-05,1.5177555084228516,23.181042632088065,4.088345715179457,12.306505864486098,179.72973762080073,56.41527427137771,3.215685624629259,179.72973762080073,520,2468,751.0,4096.0,1979.8515625,173.0,2543.0,456.515625,9.0,31.0,16.84375,219.1233843974769,9.171292185783386e-05,2.647668421268463,0.0029824040830135,30.4614938441664,252.26454854756597,3.954768180847168e-05,0.0892866907337106,8.741823114954742e-06,0.8646615094939919,341165,252.26454854756597,676.2048055588583,,training_metrics_prefix_grpo.csv
439,True,3792,0.0519332587718963,0.0008825694667393,-0.0003644421569788,6.630596089962637e-06,0.0078622168075526,-0.0250927275046706,-0.0172305106534622,1.0,237.0,1.0,0.0,1.1066539585590365,1.1066539585590365,8592396.875,0.186465588863939,0.186465588863939,0.0742805310020213,-0.0250927275046706,0.3196562111006376,0.0008825694667393,-0.0003644421569788,6.630596089962637e-06,0.1121389083564281,-0.9454665519297124,0.0,0.0,0.2,0.2,0.2,3.0,1.06640625,0.1585365343671439,190.1246109008789,199.419921875,285.99027252197266,5e-06,439,0,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.1103628426790237,0.5400605201721191,-2.4748666286468506,-0.1103628426790237,0.5400605201721191,-2.4748666286468506,1641.1875,3523.0,737.0,0.0,377.4296875,1600.0,174.0,1641.1875,3523.0,737.0,0.0,0.0,532.25,849.0,340.0,0.0,9,31,15.1875,0.0,1.0,7.75,8,7.75,8.0,8,8,2.948381006717682e-05,1.4946864433586595,14.25229550153017,3.3350642090663314,12.29843396320939,189.3548637330532,51.35483220034803,5.46638778410852,189.3548637330532,357,1912,737.0,3523.0,1641.1875,174.0,1600.0,377.4296875,9.0,31.0,15.1875,208.96827779337764,0.0001066103577613,2.2346032168716192,0.0029896646738052,25.262025645002723,236.50011408887804,3.859773278236389e-05,0.0908052683141722,1.0746458209220836e-05,0.9947459813462892,278200,236.50011408887804,588.1603928010177,,training_metrics_prefix_grpo.csv
440,True,5192,0.0507024191319942,0.0010028001051978,0.000463344814193,6.53219058222021e-06,0.0056031124258879,-0.0279595483443699,-0.0223564360640011,1.0,324.5,1.0,0.0,1.1602614670991898,1.1602614670991898,9019936.8125,0.2038844022899866,0.2038844022899866,0.0886212454354036,-0.0279595483443699,0.3040827183210305,0.0010028001051978,0.000463344814193,6.53219058222021e-06,0.0961753113660961,-0.9801963679492474,0.0,0.0,0.2,0.2,0.2,3.0,0.822265625,0.1651984167983378,190.1246109008789,199.419921875,286.86496353149414,5e-06,440,0,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.0793775171041488,0.935412585735321,-1.20761239528656,-0.0793775171041488,0.935412585735321,-1.20761239528656,2146.1875,4096.0,935.0,0.03125,433.9921875,1557.0,169.0,2146.1875,4096.0,935.0,0.03125,0.0,641.125,979.0,327.0,0.0,9,31,17.234375,0.0,1.0,7.375,8,7.375,8.0,8,8,2.863258123397827e-05,1.4683216102421284,14.71029701642692,3.869817218335811,14.13029357418418,258.2425928879529,77.66298768833803,9.924985349178314,258.2425928879529,401,3137,935.0,4096.0,2146.1875,169.0,1557.0,433.9921875,9.0,31.0,17.234375,273.8577022198588,9.72449779510498e-05,2.753058770671487,0.0030207429081201,31.93120169453323,308.57289981655777,3.794021904468536e-05,0.0894992984240342,8.466777216293011e-06,0.9968902058150308,356776,308.57289981655777,578.1065028913723,,training_metrics_prefix_grpo.csv
441,True,6008,0.0571657121181488,0.0013148310081305,4.34768501236249e-05,0.0,0.0052785025327466,-0.0607922910130582,-0.0555137885385192,1.0,375.5,1.0,0.0,1.2954121530056,1.2954121530056,8285632.5,0.4443921991623938,0.4443921991623938,0.109673844543817,-0.0607922910130582,0.5989814184579583,0.0013148310081305,4.34768501236249e-05,0.0,0.1953175463713705,-1.1463438868522644,0.0,0.0,0.2,0.2,0.2,3.0,1.123046875,0.1675626605521072,190.1246109008789,199.419921875,286.9109649658203,5e-06,441,0,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.1101325750350952,1.6201815605163574,-2.4748666286468506,-0.1101325750350952,1.6201815605163574,-2.4748666286468506,2429.2890625,4096.0,426.0,0.2578125,457.75,1634.0,142.0,2429.2890625,4096.0,426.0,0.2578125,0.0,693.875,997.0,423.0,0.0,5,31,17.71875,0.0625,0.9375,6.1875,8,6.1875,8.0,8,8,5.115754902362824e-05,1.2557297181338072,14.372602781280875,4.183840255078394,16.342545883730054,281.8804318718612,84.1828742272628,5.732346437871456,281.8804318718612,630,4096,426.0,4096.0,2429.2890625,142.0,1634.0,457.75,5.0,31.0,17.71875,313.9379166327417,0.0001019649207592,3.1041519325226545,0.0032935198396444,36.17838657461107,353.2592028770596,4.683993756771088e-05,0.090499134678151,8.238639799993577e-06,1.0096122406978048,399765,353.2592028770596,565.8239003317987,,training_metrics_prefix_grpo.csv
442,True,6536,0.0675242394208908,0.0017598336416995,6.106692066509822e-05,1.2010096270387294e-05,0.0103591121151112,-0.0414205510751344,-0.0310614389018155,1.0,408.5,1.0,0.0,1.136843629181385,1.136843629181385,7714104.59375,0.3017168580554425,0.3017168580554425,0.1200399106490616,-0.0414205510751344,0.3490269791982633,0.0017598336416995,6.106692066509822e-05,1.2010096270387294e-05,0.1354750245809555,-0.994936551898718,0.0,0.0,0.2,0.2,0.2,3.0,1.3671875,0.1656478241273039,190.1246109008789,199.419921875,287.56118392944336,5e-06,442,0,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.1788179129362106,2.4748666286468506,-2.4748666286468506,-0.1788179129362106,2.4748666286468506,-2.4748666286468506,2231.9296875,4096.0,636.0,0.109375,484.3984375,2436.0,180.0,2231.9296875,4096.0,636.0,0.109375,0.0,658.5,949.0,346.0,0.0,7,31,17.4296875,0.0625,0.9375,6.5,8,6.5,8.0,8,8,3.296695649623871e-05,1.5663369819521904,21.609050082042813,4.362824775089393,11.302734110504389,270.56467231176794,74.2161137291987,4.209992853924632,270.56467231176794,627,3645,636.0,4096.0,2231.9296875,180.0,2436.0,484.3984375,7.0,31.0,17.4296875,320.9606446046382,0.0001164134591817,2.8934180438518524,0.0029773991554975,33.609853863716125,357.4987715538591,3.79607081413269e-05,0.0908435809547026,8.047568499216301e-06,1.123469547458016,369975,357.4987715538591,517.4493305136592,,training_metrics_prefix_grpo.csv
443,True,4528,0.0607989653944969,0.0017229215864063,0.0003730595726665,8.436824828095268e-06,0.0057729917461983,-0.0608131428016349,-0.0550401510554365,1.0,283.0,1.0,0.0,1.3794626891613009,1.3794626891613009,8752785.53125,0.4364287164062261,0.4364287164062261,0.0800971124349995,-0.0608131428016349,0.5440729159773221,0.0017229215864063,0.0003730595726665,8.436824828095268e-06,0.2560793352313339,-1.222615867853165,0.0,0.0,0.2,0.2,0.2,3.0,1.03515625,0.1654571594810811,190.1246109008789,199.419921875,288.4893608093262,5e-06,443,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.142252579331398,1.6201815605163574,-2.4748666286468506,-0.142252579331398,1.6201815605163574,-2.4748666286468506,2414.703125,4096.0,698.0,0.140625,532.9296875,1800.0,187.0,2414.703125,4096.0,698.0,0.140625,0.0,583.75,894.0,356.0,0.0,9,31,19.7109375,0.0625,0.9375,6.0,8,6.0,8.0,8,8,3.000907599925995e-05,1.7232965920120478,16.421684343367815,4.8482240630546585,14.366313122212889,214.0262988694012,86.01289335703768,5.050759619101882,214.0262988694012,384,2024,698.0,4096.0,2414.703125,187.0,1800.0,532.9296875,9.0,31.0,19.7109375,249.16820354014635,0.0001011509448289,3.010506870225072,0.0029841773211956,34.88674404844642,287.09641481377184,3.702379763126373e-05,0.0908977651196357,7.775304248533364e-06,0.8061556594694818,383802,287.09641481377184,668.4200501928199,,training_metrics_prefix_grpo.csv
444,True,7208,0.0479165576398372,0.0007355930083576,5.293244112181128e-05,0.0,0.0011447504512034,-0.0270548253029119,-0.0259100747061893,1.0,450.5,1.0,0.0,1.129713736474514,1.129713736474514,7889810.171875,0.2004383350722491,0.2004383350722491,0.1124033901730463,-0.0270548253029119,0.4058950305311786,0.0007355930083576,5.293244112181128e-05,0.0,0.1102739312918856,-0.982054591178894,0.0,0.0,0.2,0.2,0.2,3.0,0.673828125,0.1653679262219091,190.1246109008789,199.419921875,287.94730377197266,5e-06,444,0,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.0264058671891689,1.6201815605163574,-2.4748666286468506,-0.0264058671891689,1.6201815605163574,-2.4748666286468506,2150.84375,4096.0,709.0,0.0078125,471.21875,971.0,191.0,2150.84375,4096.0,709.0,0.0078125,0.0,619.3125,938.0,342.0,0.0,9,31,19.171875,0.0625,0.9375,6.9375,8,6.9375,8.0,8,8,3.400072455406189e-05,1.6850918289273975,8.077186960726976,4.172333309921669,16.487318970263004,306.8571189120412,75.39489946854883,6.996850620955229,306.8571189120412,414,3118,709.0,4096.0,2150.84375,191.0,971.0,471.21875,9.0,31.0,19.171875,327.1577739287168,9.560026228427888e-05,2.719854151830077,0.0030189491808414,31.560094537213445,361.4758176933974,3.753229975700378e-05,0.0890069787839512,8.514155284678904e-06,1.1883336987254884,354580,361.4758176933974,490.4615781251978,,training_metrics_prefix_grpo.csv
